File Name,Entity1,Entity2,,Relation,Sentence,Predicted_Relation
24.txt,email,al systems,,No Relation,[CLS] [E1] email [/E1] is the No Relation of [E2] al systems [/E2]. [SEP],No Relation
24.txt,email,stoy,,No Relation,[CLS] [E1] email [/E1] is the No Relation of [E2] stoy [/E2]. [SEP],No Relation
24.txt,email,bongoy,,No Relation,[CLS] [E1] email [/E1] is the No Relation of [E2] bongoy [/E2]. [SEP],No Relation
24.txt,email,ali todaro,,No Relation,[CLS] [E1] email [/E1] is the No Relation of [E2] ali todaro [/E2]. [SEP],No Relation
24.txt,email,general,,No Relation,[CLS] [E1] email [/E1] is the No Relation of [E2] general [/E2]. [SEP],No Relation
24.txt,email,negroponte pr,,No Relation,[CLS] [E1] email [/E1] is the No Relation of [E2] negroponte pr [/E2]. [SEP],No Relation
24.txt,email,cheney senators,,No Relation,[CLS] [E1] email [/E1] is the No Relation of [E2] cheney senators [/E2]. [SEP],No Relation
24.txt,email,boss,,No Relation,[CLS] [E1] email [/E1] is the No Relation of [E2] boss [/E2]. [SEP],No Relation
24.txt,ambassad,mzumara,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] mzumara [/E2]. [SEP],No Relation
24.txt,ambassad,dickson,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] dickson [/E2]. [SEP],No Relation
24.txt,ambassad,excellency,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] excellency [/E2]. [SEP],No Relation
24.txt,ambassad,john negropont,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] john negropont [/E2]. [SEP],No Relation
24.txt,ambassad,america,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] america [/E2]. [SEP],No Relation
24.txt,ambassad,john kerry,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] john kerry [/E2]. [SEP],No Relation
24.txt,ambassad,se,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] se [/E2]. [SEP],No Relation
24.txt,ambassad,dodd,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] dodd [/E2]. [SEP],No Relation
24.txt,ambassad,senate,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] senate [/E2]. [SEP],No Relation
24.txt,ambassad,perpetrat ed,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] perpetrat ed [/E2]. [SEP],No Relation
24.txt,ambassad,secretary eca,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] secretary eca [/E2]. [SEP],No Relation
24.txt,ambassad,negroponte,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] negroponte [/E2]. [SEP],No Relation
24.txt,ambassad,john negroponte,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] john negroponte [/E2]. [SEP],No Relation
24.txt,ambassad,america s,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] america s [/E2]. [SEP],No Relation
24.txt,ambassad,john   kerry,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] john   kerry [/E2]. [SEP],No Relation
24.txt,ambassad,mem ber,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] mem ber [/E2]. [SEP],No Relation
24.txt,ambassad,bush,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] bush [/E2]. [SEP],No Relation
24.txt,ambassad,cheney,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] cheney [/E2]. [SEP],No Relation
24.txt,ambassad,negro,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] negro [/E2]. [SEP],No Relation
24.txt,ambassad,investigators,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] investigators [/E2]. [SEP],No Relation
24.txt,ambassad,members,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] members [/E2]. [SEP],No Relation
24.txt,ambassad,mzumara oic,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] mzumara oic [/E2]. [SEP],No Relation
24.txt,ambassad,m,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] m [/E2]. [SEP],No Relation
24.txt,ambassad,to,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] to [/E2]. [SEP],No Relation
24.txt,ambassad,dickson mzumara,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] dickson mzumara [/E2]. [SEP],No Relation
24.txt,ambassad,oluwatete   olokodana,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] oluwatete   olokodana [/E2]. [SEP],No Relation
24.txt,ambassad,vintzis,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] vintzis [/E2]. [SEP],No Relation
24.txt,ambassad,olokodana,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] olokodana [/E2]. [SEP],No Relation
24.txt,ambassad,stoykov,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] stoykov [/E2]. [SEP],No Relation
24.txt,ambassad,al systems,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] al systems [/E2]. [SEP],No Relation
24.txt,ambassad,stoy,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] stoy [/E2]. [SEP],No Relation
24.txt,ambassad,bongoy,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] bongoy [/E2]. [SEP],No Relation
24.txt,ambassad,ali todaro,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] ali todaro [/E2]. [SEP],No Relation
24.txt,ambassad,general,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] general [/E2]. [SEP],No Relation
24.txt,ambassad,negroponte pr,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] negroponte pr [/E2]. [SEP],No Relation
24.txt,ambassad,cheney senators,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] cheney senators [/E2]. [SEP],No Relation
24.txt,ambassad,boss,,No Relation,[CLS] [E1] ambassad [/E1] is the No Relation of [E2] boss [/E2]. [SEP],No Relation
24.txt,mzumara,dickson,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] dickson [/E2]. [SEP],No Relation
24.txt,mzumara,excellency,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] excellency [/E2]. [SEP],No Relation
24.txt,mzumara,john negropont,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] john negropont [/E2]. [SEP],No Relation
24.txt,mzumara,america,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] america [/E2]. [SEP],No Relation
24.txt,mzumara,john kerry,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] john kerry [/E2]. [SEP],No Relation
24.txt,mzumara,se,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] se [/E2]. [SEP],No Relation
24.txt,mzumara,dodd,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] dodd [/E2]. [SEP],No Relation
24.txt,mzumara,senate,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] senate [/E2]. [SEP],No Relation
24.txt,mzumara,perpetrat ed,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] perpetrat ed [/E2]. [SEP],No Relation
24.txt,mzumara,secretary eca,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] secretary eca [/E2]. [SEP],No Relation
24.txt,mzumara,negroponte,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] negroponte [/E2]. [SEP],No Relation
24.txt,mzumara,john negroponte,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] john negroponte [/E2]. [SEP],No Relation
24.txt,mzumara,america s,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] america s [/E2]. [SEP],No Relation
24.txt,mzumara,john   kerry,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] john   kerry [/E2]. [SEP],No Relation
24.txt,mzumara,mem ber,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] mem ber [/E2]. [SEP],No Relation
24.txt,mzumara,bush,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] bush [/E2]. [SEP],No Relation
24.txt,mzumara,cheney,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] cheney [/E2]. [SEP],No Relation
24.txt,mzumara,negro,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] negro [/E2]. [SEP],No Relation
24.txt,mzumara,investigators,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] investigators [/E2]. [SEP],No Relation
24.txt,mzumara,members,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] members [/E2]. [SEP],No Relation
24.txt,mzumara,mzumara oic,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] mzumara oic [/E2]. [SEP],No Relation
24.txt,mzumara,m,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] m [/E2]. [SEP],No Relation
24.txt,mzumara,to,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] to [/E2]. [SEP],No Relation
24.txt,mzumara,dickson mzumara,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] dickson mzumara [/E2]. [SEP],No Relation
24.txt,mzumara,oluwatete   olokodana,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] oluwatete   olokodana [/E2]. [SEP],No Relation
24.txt,mzumara,vintzis,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] vintzis [/E2]. [SEP],No Relation
24.txt,mzumara,olokodana,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] olokodana [/E2]. [SEP],No Relation
24.txt,mzumara,stoykov,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] stoykov [/E2]. [SEP],No Relation
24.txt,mzumara,al systems,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] al systems [/E2]. [SEP],No Relation
24.txt,mzumara,stoy,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] stoy [/E2]. [SEP],No Relation
24.txt,mzumara,bongoy,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] bongoy [/E2]. [SEP],No Relation
24.txt,mzumara,ali todaro,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] ali todaro [/E2]. [SEP],No Relation
24.txt,mzumara,general,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] general [/E2]. [SEP],No Relation
24.txt,mzumara,negroponte pr,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] negroponte pr [/E2]. [SEP],No Relation
24.txt,mzumara,cheney senators,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] cheney senators [/E2]. [SEP],No Relation
24.txt,mzumara,boss,,No Relation,[CLS] [E1] mzumara [/E1] is the No Relation of [E2] boss [/E2]. [SEP],No Relation
24.txt,dickson,excellency,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] excellency [/E2]. [SEP],No Relation
24.txt,dickson,john negropont,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] john negropont [/E2]. [SEP],No Relation
24.txt,dickson,america,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] america [/E2]. [SEP],No Relation
24.txt,dickson,john kerry,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] john kerry [/E2]. [SEP],No Relation
24.txt,dickson,se,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] se [/E2]. [SEP],No Relation
24.txt,dickson,dodd,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] dodd [/E2]. [SEP],No Relation
24.txt,dickson,senate,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] senate [/E2]. [SEP],No Relation
24.txt,dickson,perpetrat ed,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] perpetrat ed [/E2]. [SEP],No Relation
24.txt,dickson,secretary eca,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] secretary eca [/E2]. [SEP],No Relation
24.txt,dickson,negroponte,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] negroponte [/E2]. [SEP],No Relation
24.txt,dickson,john negroponte,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] john negroponte [/E2]. [SEP],No Relation
24.txt,dickson,america s,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] america s [/E2]. [SEP],No Relation
24.txt,dickson,john   kerry,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] john   kerry [/E2]. [SEP],No Relation
24.txt,dickson,mem ber,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] mem ber [/E2]. [SEP],No Relation
24.txt,dickson,bush,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] bush [/E2]. [SEP],No Relation
24.txt,dickson,cheney,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] cheney [/E2]. [SEP],No Relation
24.txt,dickson,negro,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] negro [/E2]. [SEP],No Relation
24.txt,dickson,investigators,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] investigators [/E2]. [SEP],No Relation
24.txt,dickson,members,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] members [/E2]. [SEP],No Relation
24.txt,dickson,mzumara oic,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] mzumara oic [/E2]. [SEP],No Relation
24.txt,dickson,m,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] m [/E2]. [SEP],No Relation
24.txt,dickson,to,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] to [/E2]. [SEP],No Relation
24.txt,dickson,dickson mzumara,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] dickson mzumara [/E2]. [SEP],No Relation
24.txt,dickson,oluwatete   olokodana,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] oluwatete   olokodana [/E2]. [SEP],No Relation
24.txt,dickson,vintzis,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] vintzis [/E2]. [SEP],No Relation
24.txt,dickson,olokodana,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] olokodana [/E2]. [SEP],No Relation
24.txt,dickson,stoykov,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] stoykov [/E2]. [SEP],No Relation
24.txt,dickson,al systems,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] al systems [/E2]. [SEP],No Relation
24.txt,dickson,stoy,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] stoy [/E2]. [SEP],No Relation
24.txt,dickson,bongoy,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] bongoy [/E2]. [SEP],No Relation
24.txt,dickson,ali todaro,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] ali todaro [/E2]. [SEP],No Relation
24.txt,dickson,general,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] general [/E2]. [SEP],No Relation
24.txt,dickson,negroponte pr,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] negroponte pr [/E2]. [SEP],No Relation
24.txt,dickson,cheney senators,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] cheney senators [/E2]. [SEP],No Relation
24.txt,dickson,boss,,No Relation,[CLS] [E1] dickson [/E1] is the No Relation of [E2] boss [/E2]. [SEP],No Relation
24.txt,excellency,john negropont,,No Relation,[CLS] [E1] excellency [/E1] is the No Relation of [E2] john negropont [/E2]. [SEP],No Relation
24.txt,excellency,america,,No Relation,[CLS] [E1] excellency [/E1] is the No Relation of [E2] america [/E2]. [SEP],No Relation
24.txt,excellency,john kerry,,No Relation,[CLS] [E1] excellency [/E1] is the No Relation of [E2] john kerry [/E2]. [SEP],No Relation
24.txt,excellency,se,,No Relation,[CLS] [E1] excellency [/E1] is the No Relation of [E2] se [/E2]. [SEP],No Relation
24.txt,excellency,dodd,,No Relation,[CLS] [E1] excellency [/E1] is the No Relation of [E2] dodd [/E2]. [SEP],No Relation
24.txt,excellency,senate,,No Relation,[CLS] [E1] excellency [/E1] is the No Relation of [E2] senate [/E2]. [SEP],No Relation
24.txt,excellency,perpetrat ed,,No Relation,[CLS] [E1] excellency [/E1] is the No Relation of [E2] perpetrat ed [/E2]. [SEP],No Relation
24.txt,excellency,secretary eca,,No Relation,[CLS] [E1] excellency [/E1] is the No Relation of [E2] secretary eca [/E2]. [SEP],No Relation
24.txt,excellency,negroponte,,No Relation,[CLS] [E1] excellency [/E1] is the No Relation of [E2] negroponte [/E2]. [SEP],No Relation
24.txt,excellency,john negroponte,,No Relation,[CLS] [E1] excellency [/E1] is the No Relation of [E2] john negroponte [/E2]. [SEP],No Relation
24.txt,excellency,america s,,No Relation,[CLS] [E1] excellency [/E1] is the No Relation of [E2] america s [/E2]. [SEP],No Relation
24.txt,excellency,john   kerry,,No Relation,[CLS] [E1] excellency [/E1] is the No Relation of [E2] john   kerry [/E2]. [SEP],No Relation
24.txt,excellency,mem ber,,No Relation,[CLS] [E1] excellency [/E1] is the No Relation of [E2] mem ber [/E2]. [SEP],No Relation
24.txt,excellency,bush,,No Relation,[CLS] [E1] excellency [/E1] is the No Relation of [E2] bush [/E2]. [SEP],No Relation
24.txt,excellency,cheney,,No Relation,[CLS] [E1] excellency [/E1] is the No Relation of [E2] cheney [/E2]. [SEP],No Relation
24.txt,excellency,negro,,No Relation,[CLS] [E1] excellency [/E1] is the No Relation of [E2] negro [/E2]. [SEP],No Relation
24.txt,excellency,investigators,,No Relation,[CLS] [E1] excellency [/E1] is the No Relation of [E2] investigators [/E2]. [SEP],No Relation
24.txt,excellency,members,,No Relation,[CLS] [E1] excellency [/E1] is the No Relation of [E2] members [/E2]. [SEP],No Relation
24.txt,excellency,mzumara oic,,No Relation,[CLS] [E1] excellency [/E1] is the No Relation of [E2] mzumara oic [/E2]. [SEP],No Relation
24.txt,excellency,m,,No Relation,[CLS] [E1] excellency [/E1] is the No Relation of [E2] m [/E2]. [SEP],No Relation
24.txt,excellency,to,,No Relation,[CLS] [E1] excellency [/E1] is the No Relation of [E2] to [/E2]. [SEP],No Relation
24.txt,excellency,dickson mzumara,,No Relation,[CLS] [E1] excellency [/E1] is the No Relation of [E2] dickson mzumara [/E2]. [SEP],No Relation
24.txt,excellency,oluwatete   olokodana,,No Relation,[CLS] [E1] excellency [/E1] is the No Relation of [E2] oluwatete   olokodana [/E2]. [SEP],No Relation
24.txt,excellency,vintzis,,No Relation,[CLS] [E1] excellency [/E1] is the No Relation of [E2] vintzis [/E2]. [SEP],No Relation
24.txt,excellency,olokodana,,No Relation,[CLS] [E1] excellency [/E1] is the No Relation of [E2] olokodana [/E2]. [SEP],No Relation
24.txt,excellency,stoykov,,No Relation,[CLS] [E1] excellency [/E1] is the No Relation of [E2] stoykov [/E2]. [SEP],No Relation
24.txt,excellency,al systems,,No Relation,[CLS] [E1] excellency [/E1] is the No Relation of [E2] al systems [/E2]. [SEP],No Relation
24.txt,excellency,stoy,,No Relation,[CLS] [E1] excellency [/E1] is the No Relation of [E2] stoy [/E2]. [SEP],No Relation
24.txt,excellency,bongoy,,No Relation,[CLS] [E1] excellency [/E1] is the No Relation of [E2] bongoy [/E2]. [SEP],No Relation
24.txt,excellency,ali todaro,,No Relation,[CLS] [E1] excellency [/E1] is the No Relation of [E2] ali todaro [/E2]. [SEP],No Relation
24.txt,excellency,general,,No Relation,[CLS] [E1] excellency [/E1] is the No Relation of [E2] general [/E2]. [SEP],No Relation
24.txt,excellency,negroponte pr,,No Relation,[CLS] [E1] excellency [/E1] is the No Relation of [E2] negroponte pr [/E2]. [SEP],No Relation
24.txt,excellency,cheney senators,,No Relation,[CLS] [E1] excellency [/E1] is the No Relation of [E2] cheney senators [/E2]. [SEP],No Relation
